userId,Movie 1 (Sci-Fi),Movie 2 (Sci-Fi),Movie 3 (Romance),Movie 4 (Romance),Preferred Category
323,4.5,3.5,3.0,0.0,Romance
325,0.0,2.0,0.0,0.0,SciFi
326,0.0,5.0,3.5,3.5,SciFi
327,0.0,5.0,0.0,0.0,Romance
328,5.0,3.0,2.0,0.0,SciFi
330,4.0,5.0,3.5,4.5,Romance
332,0.0,4.5,5.0,4.5,Romance
334,4.0,4.0,4.0,0.0,Romance
335,0.0,4.0,5.0,0.0,SciFi
336,0.0,4.5,5.0,5.0,SciFi
337,5.0,0.0,0.0,0.0,SciFi
339,0.0,4.0,0.0,5.0,Romance
340,0.0,3.0,0.0,0.0,SciFi
341,0.0,3.5,0.0,0.0,Romance
343,3.0,0.0,5.0,4.0,SciFi
344,5.0,5.0,5.0,5.0,SciFi
345,0.0,0.0,0.0,4.0,Romance
346,0.0,0.0,0.0,4.5,Romance
347,0.0,4.0,0.0,0.0,Romance
348,4.5,0.0,0.0,5.0,Romance
349,0.0,5.0,0.0,0.0,Romance
350,4.0,0.0,0.0,0.0,SciFi
351,0.0,4.5,4.0,0.0,Romance
352,4.0,5.0,4.5,5.0,SciFi
354,4.0,4.5,4.0,4.0,Romance
356,0.0,4.0,4.0,4.0,Romance
357,4.0,3.5,0.0,3.5,Romance
359,0.0,0.0,2.5,4.0,Romance
361,2.0,3.5,0.0,2.5,Romance
362,4.5,4.5,4.5,0.0,SciFi
363,2.0,0.0,2.5,0.0,Romance
364,4.0,0.0,0.0,0.0,SciFi
365,3.0,4.5,0.0,1.0,SciFi
367,5.0,5.0,0.0,0.0,SciFi
368,4.0,4.0,4.0,4.0,Romance
369,3.5,0.0,4.5,0.0,SciFi
370,2.0,0.0,4.0,3.5,Romance
371,0.0,0.0,5.0,0.0,SciFi
372,4.0,3.0,0.0,0.0,Romance
373,0.0,4.0,0.0,0.0,Romance
374,0.0,4.0,0.0,0.0,Romance
375,0.0,4.5,0.0,0.0,Romance
376,4.0,3.5,3.5,0.0,SciFi
377,0.0,0.0,0.0,4.5,SciFi
379,0.0,5.0,0.0,0.0,SciFi
380,5.0,5.0,4.5,0.0,SciFi
381,3.5,4.0,5.0,0.0,Romance
382,5.0,4.5,5.0,0.0,Romance
385,4.0,4.0,0.0,0.0,SciFi
387,4.5,4.0,4.0,4.5,SciFi
389,5.0,0.0,0.0,0.0,SciFi
390,0.0,0.0,4.5,2.5,SciFi
391,5.0,5.0,5.0,4.0,Romance
392,0.0,0.0,0.0,4.0,Romance
393,0.0,0.0,5.0,0.0,Romance
394,0.0,4.0,0.0,0.0,Romance
395,0.0,3.0,0.0,0.0,SciFi
399,5.0,5.0,5.0,0.5,SciFi
400,5.0,4.5,5.0,0.0,Romance
401,0.0,3.5,0.0,0.0,SciFi
404,0.0,4.0,0.0,0.0,Romance
405,0.0,0.0,4.5,0.0,Romance
407,4.0,0.0,5.0,0.0,SciFi
408,4.0,0.0,4.5,0.0,Romance
409,4.0,0.0,0.0,5.0,SciFi
410,3.0,0.0,0.0,3.0,Romance
411,0.0,5.0,0.0,0.0,SciFi
412,0.0,0.0,3.0,5.0,Romance
413,0.0,0.0,0.0,1.0,Romance
414,5.0,5.0,5.0,5.0,SciFi
415,4.0,5.0,4.5,3.5,SciFi
416,3.0,2.5,1.0,3.5,Romance
417,0.0,4.0,5.0,4.0,SciFi
418,0.0,4.0,0.0,0.0,Romance
419,0.0,4.5,4.0,4.0,Romance
420,0.0,4.0,4.5,4.0,Romance
421,0.0,0.0,0.0,5.0,Romance
422,5.0,0.0,0.0,0.0,Romance
423,0.0,5.0,0.0,0.0,Romance
424,0.0,0.0,2.0,2.5,Romance
425,3.0,5.0,3.5,3.0,Romance
426,0.0,5.0,0.0,0.0,Romance
428,3.5,3.0,4.0,3.5,SciFi
430,0.0,3.0,5.0,5.0,Romance
432,3.5,4.5,3.5,3.5,Romance
434,5.0,4.5,5.0,5.0,SciFi
436,0.0,4.0,0.0,0.0,Romance
437,5.0,3.0,0.0,0.0,Romance
438,5.0,4.0,5.0,0.0,SciFi
439,0.0,5.0,5.0,0.0,Romance
441,5.0,0.0,5.0,0.0,SciFi
443,4.0,5.0,3.5,4.0,Romance
444,0.0,5.0,0.0,0.0,Romance
445,5.0,3.0,5.0,0.0,Romance
446,0.0,3.0,0.0,0.0,Romance
447,0.0,4.0,0.0,0.0,Romance
448,5.0,3.0,2.0,4.0,Romance
449,0.0,0.0,0.0,4.0,Romance
450,5.0,0.0,0.0,4.0,SciFi
452,5.0,5.0,5.0,4.0,Romance
453,4.0,5.0,5.0,5.0,SciFi
454,0.0,0.0,0.0,5.0,Romance
455,0.0,5.0,0.0,0.0,Romance
456,5.0,0.0,0.0,0.0,SciFi
457,5.0,0.0,0.0,3.0,Romance
458,0.0,5.0,0.0,0.0,Romance
459,4.0,0.0,4.0,0.0,Romance
460,0.0,4.5,4.5,0.0,Romance
461,0.5,5.0,0.5,0.0,Romance
462,4.0,2.5,0.5,3.5,Romance
463,0.0,4.0,0.0,0.0,SciFi
464,5.0,5.0,5.0,4.0,Romance
465,0.0,5.0,4.0,0.0,Romance
466,1.5,5.0,4.0,0.0,Romance
469,4.0,0.0,4.0,5.0,Romance
470,0.0,5.0,0.0,0.0,Romance
471,0.0,3.0,3.5,0.0,Romance
474,4.0,3.0,4.5,3.5,Romance
475,5.0,0.0,4.5,0.0,Romance
476,0.0,5.0,0.0,0.0,SciFi
477,4.5,5.0,4.0,4.5,SciFi
479,4.0,0.0,0.0,0.0,Romance
480,4.5,5.0,5.0,4.0,Romance
483,4.5,5.0,4.5,4.0,Romance
484,0.0,5.0,0.0,4.5,Romance
485,0.0,5.0,0.0,0.0,Romance
486,0.0,5.0,0.0,0.0,Romance
487,4.0,0.0,3.0,0.0,SciFi
489,0.0,4.0,4.0,4.0,Romance
490,0.0,3.5,4.0,0.0,SciFi
491,0.0,4.5,0.0,0.0,SciFi
492,4.0,0.0,0.0,0.0,SciFi
493,5.0,0.0,5.0,0.0,Romance
494,5.0,0.0,5.0,0.0,SciFi
495,0.0,4.0,5.0,0.0,Romance
497,2.0,0.0,2.5,4.0,Romance
498,0.0,5.0,0.0,0.0,Romance
500,4.0,4.0,0.0,5.0,SciFi
503,0.0,4.0,4.5,4.0,SciFi
507,0.0,4.0,0.0,0.0,Romance
509,4.0,0.0,3.5,0.0,SciFi
511,0.0,4.5,5.0,0.0,Romance
512,0.0,5.0,0.0,0.0,Romance
513,5.0,0.0,0.0,4.0,SciFi
514,5.0,4.0,4.0,4.0,Romance
515,5.0,5.0,0.0,0.0,Romance
516,5.0,0.0,0.0,0.0,SciFi
517,3.5,3.5,2.5,1.0,Romance
519,0.0,5.0,0.0,0.0,Romance
520,0.0,3.5,5.0,0.0,Romance
522,5.0,3.5,4.0,5.0,SciFi
523,0.0,4.5,0.0,0.0,Romance
524,5.0,0.0,0.0,0.0,Romance
525,4.0,4.0,4.0,4.0,Romance
526,0.0,0.0,0.0,4.0,Romance
527,5.0,0.0,0.0,0.0,SciFi
528,0.0,5.0,5.0,1.0,SciFi
529,5.0,0.0,0.0,0.0,SciFi
530,0.0,5.0,0.0,0.0,Romance
531,5.0,0.0,0.0,0.0,SciFi
532,0.0,0.0,5.0,4.0,SciFi
533,0.0,5.0,5.0,0.0,Romance
534,4.5,4.5,4.0,3.5,Romance
535,0.0,0.0,4.0,5.0,SciFi
536,0.0,5.0,0.0,0.0,SciFi
537,0.0,0.0,4.0,0.0,SciFi
540,5.0,0.0,4.0,0.0,SciFi
541,0.0,5.0,0.0,0.0,Romance
542,0.0,5.0,5.0,4.5,Romance
543,0.0,3.0,5.0,5.0,SciFi
546,0.0,0.0,0.0,5.0,Romance
547,0.0,0.0,0.0,5.0,SciFi
548,3.5,5.0,5.0,0.0,SciFi
549,2.0,0.0,5.0,0.0,SciFi
550,0.0,4.0,4.5,0.0,SciFi
551,3.5,4.5,4.0,0.0,Romance
552,0.0,4.0,4.5,0.0,Romance
553,0.0,0.0,3.5,5.0,SciFi
554,0.0,0.0,5.0,5.0,SciFi
555,5.0,5.0,5.0,5.0,Romance
557,3.0,0.0,4.5,0.0,Romance
559,5.0,4.0,0.0,0.0,Romance
560,4.0,3.5,4.5,4.0,SciFi
561,4.5,4.0,4.0,3.5,Romance
562,0.0,5.0,5.0,5.0,Romance
563,0.0,4.0,0.0,0.0,SciFi
564,0.0,3.0,0.0,0.0,Romance
565,0.0,4.0,0.0,0.0,SciFi
566,0.0,5.0,0.0,0.0,Romance
567,2.0,3.0,0.0,0.0,Romance
568,0.0,5.0,0.0,0.0,Romance
569,0.0,3.0,0.0,0.0,SciFi
570,3.5,4.0,4.5,4.0,SciFi
572,5.0,4.0,0.0,0.0,Romance
573,5.0,4.5,5.0,2.0,SciFi
575,0.0,0.0,4.0,0.0,SciFi
577,5.0,5.0,0.0,0.0,Romance
579,0.0,5.0,5.0,0.0,Romance
580,4.0,4.0,5.0,5.0,SciFi
581,0.0,4.5,3.5,0.0,SciFi
582,4.0,0.0,5.0,0.0,Romance
583,0.0,4.0,0.0,0.0,Romance
584,0.0,5.0,0.0,0.0,Romance
585,0.0,0.0,0.0,4.5,Romance
586,4.5,0.0,5.0,0.0,SciFi
587,0.0,4.0,4.0,5.0,SciFi
588,0.0,3.0,0.0,0.0,Romance
589,0.0,5.0,0.0,0.0,Romance
590,5.0,5.0,4.0,3.0,Romance
591,5.0,4.0,5.0,0.0,SciFi
592,0.0,5.0,0.0,0.0,Romance
593,5.0,4.0,2.5,4.5,Romance
594,0.0,0.0,5.0,0.0,Romance
596,4.0,3.5,4.0,0.0,Romance
597,5.0,5.0,0.0,5.0,Romance
599,5.0,3.5,5.0,5.0,SciFi
600,4.0,4.0,3.0,4.5,Romance
601,0.0,0.0,5.0,0.0,Romance
602,5.0,3.0,0.0,0.0,SciFi
603,4.0,3.0,5.0,5.0,Romance
605,5.0,3.0,0.0,0.0,Romance
606,4.5,4.0,5.0,4.5,Romance
607,3.0,0.0,5.0,3.0,Romance
608,3.5,3.0,5.0,5.0,SciFi
609,0.0,4.0,0.0,0.0,Romance
610,5.0,3.0,5.0,3.5,Romance
